Time_hr	Pwf_psi	Delta_P_psi	Phase
0	4500	0	Drawdown
0.000277778	4498.312918	1.687081588	Drawdown
0.000555556	4497.621296	2.378703983	Drawdown
0.001388889	4496.261239	3.738760866	Drawdown
0.002777778	4494.747574	5.252425988	Drawdown
0.008333333	4491.049642	8.950357511	Drawdown
0.016666667	4487.538171	12.46182916	Drawdown
0.033333333	4482.750368	17.24963243	Drawdown
0.083333333	4473.812355	26.18764458	Drawdown
0.166666667	4464.527032	35.47296829	Drawdown
0.5	4444.256275	55.74372536	Drawdown
1	4427.513167	72.48683285	Drawdown
1.229493414	4421.909775	78.09022544	Drawdown
1.511654054	4416.028393	83.97160716	Drawdown
1.858568704	4409.874129	90.12587121	Drawdown
2	4407.625106	92.37489427	Drawdown
2.28509798	4403.454011	96.54598866	Drawdown
2.809512916	4396.77687	103.22313	Drawdown
3	4394.604604	105.3953961	Drawdown
3.454277626	4389.853163	110.146837	Drawdown
4	4384.794344	115.2056558	Drawdown
4.24701159	4382.694763	117.3052371	Drawdown
5	4376.88199	123.1180101	Drawdown
5.221672778	4375.314707	124.685293	Drawdown
6	4370.233854	129.7661458	Drawdown
6.420012289	4367.726925	132.2730746	Drawdown
7	4364.492228	135.5077721	Drawdown
7.893362825	4359.945957	140.0540425	Drawdown
8	4359.434238	140.5657625	Drawdown
9	4354.911148	145.088852	Drawdown
9.704837605	4351.98667	148.0133298	Drawdown
10	4350.81853	149.1814704	Drawdown
11	4347.080131	152.9198691	Drawdown
11.93203392	4343.863988	156.1360122	Drawdown
12	4343.638511	156.3614887	Drawdown
13	4340.449285	159.5507151	Drawdown
14	4337.477419	162.522581	Drawdown
14.67035711	4335.592645	164.4073554	Drawdown
15	4334.694764	165.3052363	Drawdown
16	4332.078349	167.9216506	Drawdown
17	4329.609182	170.3908176	Drawdown
18	4327.271373	172.7286272	Drawdown
18.03710745	4327.186968	172.8130319	Drawdown
19	4325.051489	174.9485106	Drawdown
20	4322.938075	177.0619248	Drawdown
21	4320.921277	179.0787234	Drawdown
22	4318.992556	181.0074438	Drawdown
22.17650481	4318.660697	181.3393031	Drawdown
23	4317.144467	182.8555327	Drawdown
24	4315.370475	184.6295248	Drawdown
25	4313.664813	186.3351869	Drawdown
26	4312.022366	187.9776338	Drawdown
27	4310.438576	189.5614238	Drawdown
27.2658666	4310.026841	189.9731587	Drawdown
28	4308.909364	191.0906364	Drawdown
29	4307.431062	192.5689378	Drawdown
30	4306.000365	193.9996348	Drawdown
31	4304.614279	195.3857207	Drawdown
32	4303.270087	196.7299134	Drawdown
33	4301.965311	198.0346889	Drawdown
33.5232034	4301.297589	198.702411	Drawdown
34	4300.697691	199.3023088	Drawdown
35	4299.465154	200.5348461	Drawdown
36	4298.265799	201.7342007	Drawdown
37	4297.097875	202.9021246	Drawdown
38	4295.959767	204.0402331	Drawdown
39	4294.84998	205.1500198	Drawdown
40	4293.767132	206.232868	Drawdown
41	4292.709938	207.2900619	Drawdown
41.21655779	4292.484256	207.515744	Drawdown
42	4291.677204	208.3227957	Drawdown
43	4290.667818	209.3321818	Drawdown
44	4289.680742	210.319258	Drawdown
45	4288.715006	211.2849943	Drawdown
46	4287.769702	212.2302985	Drawdown
47	4286.843978	213.1560216	Drawdown
48	4285.937038	214.0629622	Drawdown
49	4285.048129	214.9518711	Drawdown
50	4284.176545	215.8234547	Drawdown
50.67548634	4283.597269	216.402731	Drawdown
51	4283.321621	216.6783787	Drawdown
52	4282.482744	217.5172557	Drawdown
53	4281.659294	218.3407059	Drawdown
54	4280.850723	219.1492773	Drawdown
55	4280.0565	219.9435005	Drawdown
56	4279.276122	220.723878	Drawdown
57	4278.509113	221.4908865	Drawdown
58	4277.755022	222.2449783	Drawdown
59	4277.013417	222.9865831	Drawdown
60	4276.283891	223.7161095	Drawdown
61	4275.566054	224.4339464	Drawdown
62	4274.859536	225.140464	Drawdown
62.30517669	4274.646123	225.353877	Drawdown
63	4274.163984	225.8360155	Drawdown
64	4273.479062	226.5209375	Drawdown
65	4272.804448	227.1955515	Drawdown
66	4272.139835	227.8601645	Drawdown
67	4271.48493	228.51507	Drawdown
68	4270.839451	229.1605489	Drawdown
69	4270.20313	229.7968698	Drawdown
70	4269.575634	230.4243661	Drawdown
71	4268.956855	231.0431447	Drawdown
72	4268.346492	231.6535077	Drawdown
73	4267.744318	232.2556821	Drawdown
74	4267.150114	232.8498862	Drawdown
75	4266.563671	233.4363293	Drawdown
76	4265.984787	234.015213	Drawdown
76.60380438	4265.638833	234.3611669	Drawdown
77	4265.413269	234.5867308	Drawdown
78	4264.848931	235.1510691	Drawdown
79	4264.291593	235.7084072	Drawdown
80	4263.741082	236.2589179	Drawdown
81	4263.197232	236.8027677	Drawdown
82	4262.659883	237.3401169	Drawdown
83	4262.12888	237.8711203	Drawdown
84	4261.604073	238.3959272	Drawdown
85	4261.085318	238.9146817	Drawdown
86	4260.572477	239.427523	Drawdown
87	4260.065565	239.9344349	Drawdown
88	4259.564171	240.4358295	Drawdown
89	4259.068301	240.9316987	Drawdown
90	4258.577836	241.422164	Drawdown
91	4258.092657	241.9073426	Drawdown
92	4257.612652	242.3873481	Drawdown
93	4257.13771	242.8622903	Drawdown
94	4256.667724	243.3322759	Drawdown
94.18387295	4256.581838	243.4181622	Drawdown
95	4256.202592	243.7974078	Drawdown
96	4255.742214	244.257786	Drawdown
97	4255.286493	244.7135074	Drawdown
98	4254.835334	245.1646659	Drawdown
99	4254.388648	245.6113525	Drawdown
100	4253.946344	246.0536556	Drawdown
101	4253.508339	246.491661	Drawdown
102	4253.074548	246.925452	Drawdown
103	4252.644891	247.3551093	Drawdown
104	4252.219131	247.7808685	Drawdown
105	4251.797492	248.2025083	Drawdown
106	4251.379755	248.6202449	Drawdown
107	4250.96585	249.0341503	Drawdown
108	4250.555705	249.4442947	Drawdown
109	4250.149254	249.8507465	Drawdown
110	4249.746428	250.2535719	Drawdown
111	4249.347164	250.6528355	Drawdown
112	4248.9514	251.0486003	Drawdown
113	4248.559073	251.4409275	Drawdown
114	4248.170123	251.8298766	Drawdown
115	4247.784494	252.2155057	Drawdown
115.7984515	4247.478934	252.5210661	Drawdown
116	4247.402129	252.5978714	Drawdown
117	4247.022971	252.9770289	Drawdown
118	4246.646968	253.3530317	Drawdown
119	4246.274068	253.7259323	Drawdown
120	4245.904218	254.0957818	Drawdown
121	4245.53737	254.4626299	Drawdown
122	4245.173566	254.8264343	Drawdown
123	4244.812584	255.1874162	Drawdown
124	4244.454462	255.5455384	Drawdown
125	4244.099154	255.9008459	Drawdown
126	4243.746617	256.2533828	Drawdown
127	4243.396808	256.6031921	Drawdown
128	4243.049684	256.9503157	Drawdown
129	4242.705205	257.2947947	Drawdown
130	4242.363331	257.6366691	Drawdown
131	4242.024022	257.9759781	Drawdown
132	4241.68724	258.3127598	Drawdown
133	4241.352948	258.6470518	Drawdown
134	4241.02111	258.9788904	Drawdown
135	4240.691689	259.3083115	Drawdown
136	4240.36465	259.6353499	Drawdown
137	4240.03996	259.9600399	Drawdown
138	4239.717585	260.2824149	Drawdown
139	4239.397473	260.6025268	Drawdown
140	4239.079629	260.9203706	Drawdown
141	4238.764005	261.2359955	Drawdown
142	4238.450568	261.5494321	Drawdown
142.3734334	4238.334075	261.6659248	Drawdown
143	4238.139289	261.8607105	Drawdown
144	4237.83014	262.1698601	Drawdown
145	4237.52309	262.4769096	Drawdown
146	4237.218113	262.7818873	Drawdown
147	4236.915179	263.0848207	Drawdown
148	4236.614263	263.3857369	Drawdown
149	4236.315338	263.6846624	Drawdown
150	4236.018377	263.9816231	Drawdown
151	4235.723355	264.2766447	Drawdown
152	4235.430248	264.5697519	Drawdown
153	4235.139031	264.8609693	Drawdown
154	4234.849679	265.1503209	Drawdown
155	4234.56217	265.4378302	Drawdown
156	4234.27648	265.7235203	Drawdown
157	4233.992586	266.0074138	Drawdown
158	4233.710467	266.2895329	Drawdown
159	4233.430101	266.5698995	Drawdown
160	4233.151465	266.8485349	Drawdown
161	4232.87454	267.1254601	Drawdown
162	4232.599304	267.4006957	Drawdown
163	4232.325738	267.6742619	Drawdown
164	4232.053821	267.9461786	Drawdown
165	4231.783535	268.2164654	Drawdown
166	4231.514859	268.4851412	Drawdown
167	4231.247775	268.752225	Drawdown
168	4230.982265	269.0177353	Drawdown
169	4230.71831	269.2816901	Drawdown
170	4230.455893	269.5441073	Drawdown
171	4230.194996	269.8050044	Drawdown
172	4229.935601	270.0643987	Drawdown
173	4229.677693	270.322307	Drawdown
174	4229.421254	270.5787461	Drawdown
175	4229.166268	270.8337323	Drawdown
175.0471986	4229.154268	270.8457316	Drawdown
176	4228.912718	271.0872815	Drawdown
177	4228.66059	271.3394098	Drawdown
178	4228.409867	271.5901325	Drawdown
179	4228.160535	271.8394651	Drawdown
180	4227.912577	272.0874225	Drawdown
181	4227.66598	272.3340196	Drawdown
182	4227.420729	272.5792708	Drawdown
183	4227.176809	272.8231906	Drawdown
184	4226.934207	273.065793	Drawdown
185	4226.692908	273.307092	Drawdown
186	4226.452899	273.547101	Drawdown
187	4226.214166	273.7858337	Drawdown
188	4225.976697	274.0233032	Drawdown
189	4225.740477	274.2595225	Drawdown
190	4225.505495	274.4945046	Drawdown
191	4225.271738	274.7282619	Drawdown
192	4225.039193	274.960807	Drawdown
193	4224.807848	275.192152	Drawdown
194	4224.577691	275.4223092	Drawdown
195	4224.34871	275.6512903	Drawdown
196	4224.120893	275.879107	Drawdown
197	4223.894229	276.105771	Drawdown
198	4223.668707	276.3312935	Drawdown
199	4223.444314	276.5556858	Drawdown
200	4223.221041	276.7789589	Drawdown
201	4222.998876	277.0011237	Drawdown
202	4222.777809	277.2221909	Drawdown
203	4222.557829	277.4421711	Drawdown
204	4222.338925	277.6610748	Drawdown
205	4222.121088	277.8789122	Drawdown
206	4221.904307	278.0956934	Drawdown
207	4221.688572	278.3114284	Drawdown
208	4221.473873	278.5261272	Drawdown
209	4221.260201	278.7397994	Drawdown
210	4221.047545	278.9524546	Drawdown
211	4220.835898	279.1641023	Drawdown
212	4220.625248	279.3747517	Drawdown
213	4220.415588	279.5844123	Drawdown
214	4220.206907	279.7930929	Drawdown
215	4219.999197	280.0008025	Drawdown
215.2193778	4219.95376	280.0462404	Drawdown
216	4219.79245	280.2075501	Drawdown
217	4219.586656	280.4133444	Drawdown
218	4219.381806	280.6181939	Drawdown
219	4219.177893	280.8221072	Drawdown
220	4218.974907	281.0250926	Drawdown
221	4218.772841	281.2271586	Drawdown
222	4218.571687	281.4283131	Drawdown
223	4218.371436	281.6285644	Drawdown
224	4218.17208	281.8279205	Drawdown
225	4217.973611	282.0263891	Drawdown
226	4217.776022	282.223978	Drawdown
227	4217.579305	282.4206951	Drawdown
228	4217.383452	282.6165478	Drawdown
229	4217.188456	282.8115436	Drawdown
230	4216.99431	283.00569	Drawdown
231	4216.801006	283.1989942	Drawdown
232	4216.608536	283.3914635	Drawdown
233	4216.416895	283.5831051	Drawdown
234	4216.226074	283.773926	Drawdown
235	4216.036067	283.9639331	Drawdown
236	4215.846867	284.1531335	Drawdown
237	4215.658466	284.3415337	Drawdown
238	4215.470859	284.5291407	Drawdown
239	4215.284039	284.715961	Drawdown
240	4215.097999	284.9020013	Drawdown
241	4214.912732	285.087268	Drawdown
242	4214.728232	285.2717676	Drawdown
243	4214.544494	285.4555063	Drawdown
244	4214.361509	285.6384906	Drawdown
245	4214.179273	285.8207265	Drawdown
246	4213.99778	286.0022203	Drawdown
247	4213.817022	286.182978	Drawdown
248	4213.636994	286.3630056	Drawdown
249	4213.457691	286.5423091	Drawdown
250	4213.279106	286.7208943	Drawdown
251	4213.101233	286.898767	Drawdown
252	4212.924067	287.075933	Drawdown
253	4212.747602	287.2523979	Drawdown
254	4212.571833	287.4281675	Drawdown
255	4212.396753	287.6032472	Drawdown
256	4212.222358	287.7776425	Drawdown
257	4212.048641	287.9513589	Drawdown
258	4211.875598	288.1244018	Drawdown
259	4211.703224	288.2967765	Drawdown
260	4211.531512	288.4684882	Drawdown
261	4211.360458	288.6395423	Drawdown
262	4211.190056	288.8099438	Drawdown
263	4211.020302	288.9796979	Drawdown
264	4210.85119	289.1488095	Drawdown
264.6108075	4210.74821	289.2517904	Drawdown
265	4210.682716	289.3172838	Drawdown
266	4210.514874	289.4851257	Drawdown
267	4210.34766	289.6523401	Drawdown
268	4210.181068	289.8189318	Drawdown
269	4210.015094	289.9849056	Drawdown
270	4209.849734	290.1502664	Drawdown
271	4209.684981	290.3150187	Drawdown
272	4209.520833	290.4791673	Drawdown
273	4209.357283	290.6427168	Drawdown
274	4209.194328	290.8056718	Drawdown
275	4209.031963	290.9680367	Drawdown
276	4208.870184	291.129816	Drawdown
277	4208.708986	291.2910143	Drawdown
278	4208.548364	291.4516358	Drawdown
279	4208.388315	291.611685	Drawdown
280	4208.228834	291.7711661	Drawdown
281	4208.069917	291.9300834	Drawdown
282	4207.911559	292.0884412	Drawdown
283	4207.753756	292.2462436	Drawdown
284	4207.596505	292.4034948	Drawdown
285	4207.439801	292.5601988	Drawdown
286	4207.28364	292.7163598	Drawdown
287	4207.128018	292.8719817	Drawdown
288	4206.972931	293.0270686	Drawdown
289	4206.818376	293.1816245	Drawdown
290	4206.664347	293.3356531	Drawdown
291	4206.510841	293.4891585	Drawdown
292	4206.357856	293.6421445	Drawdown
293	4206.205385	293.7946148	Drawdown
294	4206.053427	293.9465733	Drawdown
295	4205.901976	294.0980236	Drawdown
296	4205.75103	294.2489696	Drawdown
297	4205.600585	294.3994149	Drawdown
298	4205.450637	294.549363	Drawdown
299	4205.301182	294.6988177	Drawdown
300	4205.152218	294.8477824	Drawdown
301	4205.003739	294.9962608	Drawdown
302	4204.855744	295.1442563	Drawdown
303	4204.708228	295.2917725	Drawdown
304	4204.561187	295.4388127	Drawdown
305	4204.41462	295.5853804	Drawdown
306	4204.268521	295.731479	Drawdown
307	4204.122888	295.8771119	Drawdown
308	4203.977718	296.0222823	Drawdown
309	4203.833006	296.1669935	Drawdown
310	4203.688751	296.311249	Drawdown
311	4203.544948	296.4550517	Drawdown
312	4203.401595	296.5984051	Drawdown
313	4203.258688	296.7413123	Drawdown
314	4203.116224	296.8837764	Drawdown
315	4202.974199	297.0258005	Drawdown
316	4202.832612	297.1673879	Drawdown
317	4202.691459	297.3085414	Drawdown
318	4202.550736	297.4492643	Drawdown
319	4202.41044	297.5895596	Drawdown
320	4202.27057	297.7294301	Drawdown
321	4202.131121	297.868879	Drawdown
322	4201.992091	298.0079092	Drawdown
323	4201.853477	298.1465235	Drawdown
324	4201.715275	298.2847249	Drawdown
325	4201.577484	298.4225163	Drawdown
325.337245	4201.531106	298.4688938	Drawdown
326	4201.4401	298.5599005	Drawdown
327	4201.30312	298.6968803	Drawdown
328	4201.166541	298.8334586	Drawdown
329	4201.030362	298.9696382	Drawdown
330	4200.894578	299.1054217	Drawdown
331	4200.759188	299.240812	Drawdown
332	4200.624188	299.3758117	Drawdown
333	4200.489576	299.5104235	Drawdown
334	4200.35535	299.6446502	Drawdown
335	4200.221506	299.7784943	Drawdown
336	4200.088041	299.9119585	Drawdown
337	4199.954955	300.0450454	Drawdown
338	4199.822242	300.1777576	Drawdown
339	4199.689902	300.3100976	Drawdown
340	4199.557932	300.442068	Drawdown
341	4199.426329	300.5736713	Drawdown
342	4199.29509	300.7049101	Drawdown
343	4199.164213	300.8357867	Drawdown
344	4199.033696	300.9663037	Drawdown
345	4198.903537	301.0964634	Drawdown
346	4198.773732	301.2262684	Drawdown
347	4198.644279	301.3557211	Drawdown
348	4198.515176	301.4848237	Drawdown
349	4198.386421	301.6135787	Drawdown
350	4198.258012	301.7419885	Drawdown
351	4198.129945	301.8700553	Drawdown
352	4198.002219	301.9977815	Drawdown
353	4197.874831	302.1251693	Drawdown
354	4197.747779	302.2522211	Drawdown
355	4197.621061	302.378939	Drawdown
356	4197.494675	302.5053255	Drawdown
357	4197.368617	302.6313825	Drawdown
358	4197.242888	302.7571125	Drawdown
359	4197.117483	302.8825175	Drawdown
360	4196.9924	303.0075997	Drawdown
361	4196.867639	303.1323613	Drawdown
362	4196.743196	303.2568044	Drawdown
363	4196.619069	303.3809312	Drawdown
364	4196.495256	303.5047437	Drawdown
365	4196.371756	303.628244	Drawdown
366	4196.248566	303.7514342	Drawdown
367	4196.125684	303.8743165	Drawdown
368	4196.003107	303.9968927	Drawdown
369	4195.880835	304.119165	Drawdown
370	4195.758865	304.2411353	Drawdown
371	4195.637194	304.3628056	Drawdown
372	4195.515822	304.484178	Drawdown
373	4195.394746	304.6052544	Drawdown
374	4195.273963	304.7260367	Drawdown
375	4195.153473	304.8465269	Drawdown
376	4195.033273	304.9667269	Drawdown
377	4194.913361	305.0866386	Drawdown
378	4194.793736	305.2062639	Drawdown
379	4194.674395	305.3256047	Drawdown
380	4194.555337	305.4446628	Drawdown
381	4194.43656	305.5634402	Drawdown
382	4194.318061	305.6819385	Drawdown
383	4194.19984	305.8001598	Drawdown
384	4194.081894	305.9181057	Drawdown
385	4193.964222	306.035778	Drawdown
386	4193.846821	306.1531787	Drawdown
387	4193.729691	306.2703093	Drawdown
388	4193.612828	306.3871718	Drawdown
389	4193.496232	306.5037677	Drawdown
390	4193.379901	306.6200989	Drawdown
391	4193.263833	306.7361671	Drawdown
392	4193.148026	306.851974	Drawdown
393	4193.032479	306.9675212	Drawdown
394	4192.917189	307.0828106	Drawdown
395	4192.802156	307.1978436	Drawdown
396	4192.687378	307.312622	Drawdown
397	4192.572852	307.4271475	Drawdown
398	4192.458578	307.5414217	Drawdown
399	4192.344554	307.6554461	Drawdown
400	4192.230778	307.7692224	Drawdown
400.0002778	4193.917828	306.0821724	Buildup
400.0005556	4194.609418	305.3905816	Buildup
400.0013889	4195.969381	304.0306194	Buildup
400.0027778	4197.482888	302.5171121	Buildup
400.0083333	4201.180188	298.819812	Buildup
400.0166667	4204.690713	295.3092874	Buildup
400.0333333	4209.476622	290.5233783	Buildup
400.0833333	4218.408952	281.591048	Buildup
400.1666667	4227.684807	272.3151928	Buildup
400.5	4247.917707	252.0822927	Buildup
401	4264.604081	235.3959194	Buildup
401.268961	4271.058534	228.941466	Buildup
401.610262	4277.873389	222.1266114	Buildup
402	4284.378857	215.6211429	Buildup
402.0433597	4285.037952	214.9620482	Buildup
402.5929438	4292.537617	207.4623827	Buildup
403	4297.286317	202.7136826	Buildup
403.2903446	4300.354003	199.6459967	Buildup
404	4306.983777	193.0162227	Buildup
404.1753189	4308.465163	191.5348373	Buildup
405	4314.783572	185.2164279	Buildup
405.2983169	4316.845838	183.1541617	Buildup
406	4321.319387	178.6806131	Buildup
406.7233575	4325.467723	174.5322769	Buildup
407	4326.948929	173.0510705	Buildup
408	4331.895072	168.1049283	Buildup
408.5316785	4334.299686	165.7003138	Buildup
409	4336.306547	163.6934527	Buildup
410	4340.287784	159.7122157	Buildup
410.8263673	4343.307919	156.6920815	Buildup
411	4343.915033	156.0849672	Buildup
412	4347.245732	152.7542682	Buildup
413	4350.324266	149.6757341	Buildup
413.738238	4352.455961	147.5440388	Buildup
414	4353.185666	146.8143338	Buildup
415	4355.858081	144.1419188	Buildup
416	4358.364479	141.635521	Buildup
417	4360.723852	139.2761481	Buildup
417.4332882	4361.704583	138.2954174	Buildup
418	4362.952088	137.0479115	Buildup
419	4365.062618	134.9373815	Buildup
420	4367.066897	132.9331025	Buildup
421	4368.974778	131.0252223	Buildup
422	4370.794795	129.2052047	Buildup
422.1221629	4371.011483	128.9885172	Buildup
423	4372.534395	127.4656047	Buildup
424	4374.200111	125.7998887	Buildup
425	4375.797709	124.2022913	Buildup
